QB_Rank_0,Player,QB_CMP_2,QB_ATT_3,QB_PCT_4,QB_YDS_5,QB_Y/A_6,QB_TD_7,QB_INT_8,QB_SACKS_9,QB_ATT_10,QB_YDS_11,QB_TD_12,QB_FL_13,QB_G_14,QB_FPTS_15,QB_FPTS/G_16,QB_ROST_17,Position,RB_Rank_0,RB_ATT_2,RB_YDS_3,RB_Y/A_4,RB_LG_5,RB_20+_6,RB_TD_7,RB_REC_8,RB_TGT_9,RB_YDS_10,RB_Y/R_11,RB_TD_12,RB_FL_13,RB_G_14,RB_FPTS_15,RB_FPTS/G_16,RB_ROST_17,WR_Rank_0,WR_REC_2,WR_TGT_3,WR_YDS_4,WR_Y/R_5,WR_LG_6,WR_20+_7,WR_TD_8,WR_ATT_9,WR_YDS_10,WR_TD_11,WR_FL_12,WR_G_13,WR_FPTS_14,WR_FPTS/G_15,WR_ROST_16,TE_Rank_0,TE_REC_2,TE_TGT_3,TE_YDS_4,TE_Y/R_5,TE_LG_6,TE_20+_7,TE_TD_8,TE_ATT_9,TE_YDS_10,TE_TD_11,TE_FL_12,TE_G_13,TE_FPTS_14,TE_FPTS/G_15,TE_ROST_16,DST_Rank_0,DST_SACK_2,DST_INT_3,DST_FR_4,DST_FF_5,DST_DEF TD_6,DST_SFTY_7,DST_SPC TD_8,DST_G_9,DST_FPTS_10,DST_FPTS/G_11,DST_ROST_12
,Van Jefferson (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,73,4,5,24,6.0,10,0,0,0,0,0,0,1,2.4,2.4,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terrace Marshall Jr. (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,74,2,6,23,11.5,12,0,0,0,0,0,0,1,2.3,2.3,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brandin Cooks (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,75,2,4,22,11.0,16,0,0,0,0,0,0,1,2.2,2.2,44.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laviska Shenault Jr. (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,76,2,2,16,8.0,14,0,0,2,5,0,0,1,2.1,2.1,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kalif Raymond (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,77,1,1,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,1.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noah Brown (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,78,3,4,20,6.7,7,0,0,1,-1,0,0,1,1.9,1.9,23.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Wilson (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,79,2,4,19,9.5,15,0,0,0,0,0,0,1,1.9,1.9,5.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samori Toure (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,80,2,3,18,9.0,16,0,0,0,0,0,0,1,1.8,1.8,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jonathan Mingo (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,81,2,5,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,6.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quez Watkins (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,82,2,2,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Erik Ezukanma (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,83,0,0,0,0,0,0,0,2,17,0,0,1,1.7,1.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lawrence Cager (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,84,2,2,17,8.5,9,0,0,0,0,0,0,1,1.7,1.7,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Darius Slayton (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,85,3,5,15,5.0,8,0,0,0,0,0,0,1,1.5,1.5,2.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyler Scott (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,86,2,2,14,7.0,9,0,0,0,0,0,0,1,1.4,1.4,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deonte Harty (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,87,3,4,9,3.0,5,0,0,1,4,0,0,1,1.3,1.3,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaxon Smith-Njigba (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,88,3,5,13,4.3,10,0,0,0,0,0,0,1,1.3,1.3,75.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Adam Thielen (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,89,2,2,12,6.0,9,0,0,0,0,0,0,1,1.2,1.2,69.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donovan Peoples-Jones (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,90,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyler Boyd (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,91,2,3,10,5.0,6,0,0,0,0,0,0,1,1.0,1.0,28.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Deven Thompkins (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,92,2,3,10,5.0,8,0,0,0,0,0,0,1,1.0,1.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyler Lockett (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,93,2,4,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,87.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Michael Gallup (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,94,1,2,10,10.0,10,0,0,0,0,0,0,1,1.0,1.0,6.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quentin Johnston (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,95,2,3,9,4.5,11,0,0,0,0,0,0,1,0.9,0.9,16.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Christian Kirk (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,96,1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,70.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marvin Mims Jr. (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,97,2,2,9,4.5,5,0,0,0,0,0,0,1,0.9,0.9,7.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Xavier Hutchinson (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,98,1,1,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richie James Jr. (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,99,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Justyn Ross (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,100,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DeAndre Carter (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,101,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alec Pierce (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,102,1,3,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,2.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Derius Davis (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,103,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah Hodgins (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,104,1,3,24,24.0,24,1,0,0,0,0,1,1,0.4,0.4,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joshua Palmer (LAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,105,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,24.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Skyy Moore (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,106,0,3,0,0,0,0,0,1,4,0,0,1,0.4,0.4,6.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Parris Campbell (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,107,1,4,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chris Blair (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dee Eskridge (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaelon Darden (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austin Watkins Jr. (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cornell Powell (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nsimba Webster (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D.J. Montgomery (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steven Sims Jr. (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Guyton (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alex Bachman (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Taylor (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olamide Zaccheaus (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,119,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyron Billy-Johnson (DAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quintez Cephus (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,James Proche II (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Denzel Mims (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Devin Duvernay (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,124,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KJ Hamler (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jalen Reagor (NE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tee Higgins (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,127,0,8,0,0,0,0,0,0,0,0,0,1,0.0,0.0,93.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jerry Jeudy (CLE),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tom Kennedy (DET),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gunner Olszewski (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marcus Simms (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davion Davis (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andy Isabella (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cody Thompson (TB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,134,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Collin Johnson (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hunter Renfrow (FA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,136,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Keelan Doss (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jeff Smith (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Juwann Winfree (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,139,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quinton Bell (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scotty Miller (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,141,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trenton Irwin (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,142,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,David Sills (DEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greg Dortch (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,144,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mecole Hardman Jr. (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ashton Dulin (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stanley Morgan Jr. (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chase Claypool (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,148,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyler Johnson (LAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Miles Boykin (NYG),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,150,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anthony Schwartz (MIA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dez Fitzpatrick (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Andre Baccellia (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dan Chisena (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dyami Brown (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,155,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ihmir Smith-Marsette (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,156,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seth Williams (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kadarius Toney (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,158,1,5,1,1.0,1,0,0,1,-1,0,0,1,0.0,0.0,5.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jacob Copeland (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tylan Wallace (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cody White (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Freddie Swain (CHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mason Kinsey (TEN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austin Mack (ATL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyrie Cleveland (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Easop Winston Jr. (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marquez Callaway (NO),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tarik Black (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trishton Jackson (MIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jauan Jennings (SF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,170,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scotty Washington (BAL),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jaylon Moore (JAC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kristian Wilkerson (LV),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,173,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ben Skowronek (HOU),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,174,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nikko Remigio (KC),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zavier Scott (IND),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jason Brownlee (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ty Scott (SEA),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daewood Davis (CAR),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shedrick Jackson (CIN),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brycen Tremayne (WAS),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daniel Arias (ARI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duece Watts (PIT),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Malik Heath (GB),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,184,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Griffin Hebert (PHI),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isaiah Winstead (NYJ),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tyrell Shavers (BUF),,,,,,,,,,,,,,,,,WR,,,,,,,,,,,,,,,,,,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
